SEQN,OCQ130,OCQ150,OCQ160,OCQ180,OCQ210,OCD230,OCD240,OCQ260,OCD270,OCQ280,OCQ290G,OCQ290Q,OCQ300,OCQ310A,OCQ310B,OCQ310C,OCQ330A,OCQ330B,OCQ330C,OCQ330D,OCQ330E,OCQ340,OCQ350,OCQ360,OCQ380,OCQ390G,OCD390,OCD395,OCQ420,OCQ430,OCQ440,OCQ450,OCQ470G,OCD470,OCD480,RIAGENDR
275.0,,1.0,,30.0,2.0,1.0,25.0,1.0,480.0,2.0,2.0,,2.0,,,,,,,,,1.0,1.0,6.0,,2.0,,,,,,,,,,Male
276.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male  
277.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,28.0,6.0,1.0,1.0,5.0,2.0,,,,Male
279.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,30.0,4.0,2.0,,,,,,,Male
280.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,98.0,492.0,1.0,2.0,,,,,,Male
281.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
282.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,20.0,48.0,2.0,,,,,,,Male
283.0,,1.0,,25.0,2.0,22.0,13.0,1.0,4.0,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,1.0,98.0,5.0,,,,,,,,F
284.0,,1.0,,40.0,,34.0,13.0,1.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F
285.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,11.0,4.0,2.0,,,,,,,Female
287.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,10.0,144.0,2.0,,,,,,,  Female
289.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,30.0,324.0,1.0,1.0,6.0,2.0,,,,Male
291.0,,1.0,,40.0,,16.0,40.0,1.0,12.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,,,,4.0,,1.0,1.0,8.0,,1.0,1.0,12.0,,1.0,3.0,2.0,,,,Male
293.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,33.0,99999.0,2.0,,,,,,,Female
294.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
295.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
296.0,,1.0,,80.0,,15.0,31.0,1.0,360.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,,,,,5.0,1.0,1.0,12.0,,2.0,,,,,,,,,,Male
297.0,,,,25.0,2.0,28.0,,,7.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,
300.0,,1.0,,40.0,,44.0,16.0,1.0,24.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F
301.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,19.0,1.0,2.0,,,,,,,Female
302.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,11.0,84.0,2.0,,,,,,,Female
303.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,, Male
304.0,,1.0,,20.0,2.0,2.0,27.0,1.0,24.0,2.0,2.0,,1.0,1.0,2.0,1.0,,,,4.0,,1.0,2.0,,,1.0,38.0,408.0,,1.0,10.0,2.0,,,,  Male
306.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
307.0,,,,38.0,,30.0,,,24.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,
310.0,,1.0,,60.0,,32.0,34.0,5.0,252.0,1.0,2.0,,1.0,1.0,1.0,1.0,,2.0,,,,1.0,1.0,5.0,,2.0,,,,,,,,,,M
312.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
314.0,,1.0,,40.0,,15.0,14.0,1.0,336.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
315.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
316.0,,1.0,,40.0,,1.0,26.0,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,,,,,,,,,,Male
320.0,,66.0,2.0,,1.0,4.0,37.0,1.0,24.0,2.0,2.0,,1.0,2.0,2.0,2.0,,,,,,1.0,1.0,8.0,,2.0,,,,,,,,,,Male
321.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,24.0,144.0,1.0,2.0,,,,,,Female
323.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
324.0,,1.0,,70.0,,12.0,31.0,1.0,,1.0,2.0,,1.0,2.0,1.0,2.0,,,,,,1.0,1.0,12.0,,7.0,,77777.0,,7.0,,,,,,Male
327.0,,1.0,,17.0,2.0,28.0,14.0,1.0,10.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,Male
328.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,14.0,240.0,1.0,2.0,,,,,,Male 
329.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,13.0,36.0,2.0,,,,,,, Female
330.0,,1.0,,45.0,,21.0,10.0,1.0,276.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,1.0,29.0,240.0,,1.0,6.0,2.0,,,, Male
331.0,,1.0,,96.0,,33.0,22.0,1.0,120.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,,,,F
332.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,26.0,84.0,1.0,2.0,,,,,,M
333.0,,1.0,,60.0,,28.0,30.0,1.0,48.0,2.0,1.0,4.0,2.0,,,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,Male
334.0,,1.0,,40.0,,28.0,11.0,1.0,60.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,98.0,180.0,,,,,,,,Female
335.0,,1.0,,15.0,2.0,42.0,8.0,1.0,10.0,2.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,1.0,39.0,14.0,,2.0,,,,,,M
336.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
337.0,,1.0,,16.0,2.0,34.0,23.0,1.0,3.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F
338.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
339.0,,1.0,,65.0,,40.0,23.0,1.0,84.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,M
340.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,31.0,276.0,2.0,,,,,,,Male
341.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Male
343.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
344.0,,1.0,,57.0,,27.0,1.0,1.0,36.0,1.0,1.0,3.0,2.0,,,,,,,,,1.0,1.0,3.0,,2.0,,,,,,,4.0,,,M 
346.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, M
348.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  M  
349.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
350.0,,1.0,,40.0,,38.0,12.0,1.0,24.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
351.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,6.0,240.0,2.0,,,,,,,Male
352.0,,1.0,,25.0,2.0,42.0,7.0,5.0,624.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
358.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,24.0,144.0,1.0,2.0,,,,,,F
359.0,,1.0,,40.0,,15.0,34.0,1.0,252.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,,,3.0,,,2.0,,,,2.0,,,,,,,,,,Female
360.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,9.0,480.0,2.0,,,,,,,Male
361.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,11.0,3.0,2.0,,,,,,,Male
362.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female 
365.0,,1.0,,40.0,,2.0,27.0,1.0,36.0,2.0,2.0,,1.0,2.0,1.0,2.0,,,,,,1.0,1.0,6.0,,2.0,,,,,,,,,,M
367.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
368.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,98.0,108.0,2.0,,,,,,,Male
372.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,360.0,2.0,,,,,,,Male
374.0,,1.0,,42.0,,22.0,14.0,1.0,144.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
380.0,,1.0,,45.0,,5.0,29.0,1.0,276.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,,2.0,,,,2.0,,,,,,,,,,M
381.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
382.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,,,,,,,,,,Female
383.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,17.0,540.0,2.0,,,,,,,F
386.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,12.0,24.0,2.0,,,,,,,Female
388.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,,,,,,,,,,Male
389.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,14.0,504.0,2.0,,,,,,,F  
390.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Male
392.0,,1.0,,36.0,,1.0,27.0,1.0,156.0,2.0,2.0,,1.0,1.0,1.0,2.0,,,,,,2.0,,,,1.0,25.0,360.0,,,,,,,,M
393.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,17.0,360.0,2.0,,,,,,,Female
396.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,F
397.0,,1.0,,20.0,2.0,26.0,15.0,1.0,0.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,4.0,,,F
398.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,34.0,3.0,2.0,,,,,,,
399.0,,1.0,,48.0,,27.0,20.0,1.0,36.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,,,,,,1.0,2.0,,,1.0,31.0,144.0,,1.0,3.0,2.0,,,,F
400.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
401.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
402.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,, F
403.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,120.0,2.0,,,,,,, Female
405.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
406.0,,1.0,,40.0,,28.0,31.0,1.0,12.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
407.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,38.0,3.0,1.0,1.0,12.0,1.0,,,,M
408.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
409.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
410.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,7.0,168.0,2.0,,,,,,,F
411.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Female
412.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,600.0,1.0,1.0,8.0,2.0,,,,Male
414.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,M
416.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,384.0,2.0,,,,,,,F
417.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,16.0,24.0,2.0,,,,,,,Female
419.0,,1.0,,40.0,,18.0,1.0,2.0,300.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,M
421.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,35.0,180.0,2.0,,,,,,,Male
423.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  F
424.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,32.0,24.0,2.0,,,,,,,F
426.0,,1.0,,48.0,,44.0,7.0,4.0,252.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F 
427.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
429.0,,1.0,,40.0,,19.0,29.0,1.0,60.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,16.0,120.0,,,,,,,,Male
430.0,,1.0,,65.0,,36.0,6.0,1.0,156.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
431.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Female
432.0,,1.0,,43.0,,37.0,13.0,1.0,4.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
433.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
434.0,,1.0,,40.0,,18.0,28.0,1.0,168.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,,2.0,3.0,,,1.0,1.0,5.0,,2.0,,,,,,,,,,Male
436.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,37.0,720.0,2.0,,,,,,,Male
437.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,15.0,120.0,1.0,1.0,8.0,2.0,,,,Female
438.0,,1.0,,20.0,2.0,26.0,11.0,1.0,12.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
439.0,,1.0,,40.0,,27.0,21.0,1.0,0.0,2.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,1.0,8.0,48.0,,1.0,6.0,1.0,,,,Male
442.0,,1.0,,46.0,,4.0,37.0,1.0,14.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,1.0,1.0,8.0,,2.0,,,,,,,,,,Male
443.0,,,,63.0,,1.0,,,15.0,,,6.0,2.0,,,,,,,,,,,,,1.0,35.0,216.0,,,,,,,,
446.0,,1.0,,40.0,,7.0,33.0,1.0,156.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,2.0,,,,2.0,,,,2.0,,,,,,,,,,M
447.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,38.0,420.0,1.0,1.0,10.0,1.0,,,,M
451.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,98.0,99999.0,9.0,,,,,,,F
452.0,,1.0,,10.0,2.0,21.0,1.0,1.0,168.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,1.0,540.0,,,,,,,,Male
453.0,,1.0,,40.0,,14.0,34.0,1.0,6.0,1.0,2.0,,1.0,2.0,1.0,2.0,,,,,,1.0,1.0,11.0,,1.0,31.0,132.0,,2.0,,,,,,Female
457.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
458.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,11.0,144.0,2.0,,,,,,,Female
459.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,11.0,96.0,2.0,,,,,,,Female
460.0,,1.0,,35.0,,37.0,2.0,1.0,72.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,1.0,1.0,72.0,,,,,,,,F
461.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,41.0,36.0,1.0,1.0,5.0,2.0,,,,M
463.0,,1.0,,40.0,,31.0,34.0,1.0,12.0,1.0,1.0,1.0,2.0,,,,,,,,,1.0,2.0,,,1.0,33.0,24.0,,1.0,12.0,1.0,,,,F
465.0,,1.0,,20.0,2.0,40.0,5.0,1.0,60.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,25.0,360.0,,,,,,,,M
466.0,,1.0,,40.0,,42.0,3.0,1.0,12.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
468.0,,1.0,,65.0,,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,,2.0,,,,1.0,1.0,3.0,,1.0,27.0,144.0,,1.0,3.0,1.0,,,,Male
469.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,11.0,300.0,2.0,,,,,,,Male
470.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,16.0,6.0,1.0,1.0,6.0,2.0,,,,M
472.0,,1.0,,30.0,1.0,31.0,27.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,4.0,,1.0,1.0,6.0,,1.0,24.0,72.0,,2.0,,,,,,Female
473.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
474.0,,1.0,,40.0,,9.0,33.0,1.0,7.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,,2.0,,,,2.0,,,,,,,4.0,,,Female
475.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,504.0,2.0,,,,,,,Female  
477.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,40.0,168.0,2.0,,,,,,,M
478.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,180.0,2.0,,,,,,,F 
479.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,21.0,3.0,2.0,,,,,,,F
481.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,20.0,48.0,2.0,,,,,,,Female
484.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,13.0,36.0,2.0,,,,,,,Female
486.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
487.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
488.0,,1.0,,70.0,,25.0,1.0,1.0,7.0,1.0,1.0,12.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,, F
489.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,180.0,2.0,,,,,,,  F
490.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
492.0,,1.0,,38.0,,27.0,1.0,1.0,24.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
493.0,,1.0,,15.0,2.0,21.0,10.0,1.0,480.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
494.0,,1.0,,40.0,,10.0,23.0,1.0,24.0,2.0,1.0,2.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
496.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
497.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
499.0,,1.0,,60.0,,27.0,1.0,5.0,144.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,M  
502.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
504.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,84.0,2.0,,,,,,,F
505.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,28.0,408.0,1.0,1.0,8.0,1.0,,,,Male
506.0,,1.0,,30.0,2.0,17.0,39.0,1.0,24.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,4.0,,,Male
507.0,,1.0,,55.0,,28.0,30.0,1.0,24.0,1.0,2.0,,1.0,2.0,1.0,2.0,,,,,,2.0,,,,2.0,,,,,,,,,, M
508.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,17.0,480.0,2.0,,,,,,,F
509.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,11.0,540.0,2.0,,,,,,,Male
510.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,34.0,1.0,2.0,,,,,,,Male
511.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,Female
512.0,,1.0,,42.0,,21.0,38.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,,2.0,,4.0,,1.0,1.0,8.0,,1.0,38.0,72.0,,1.0,9.0,2.0,,,,Male
514.0,,1.0,,32.0,2.0,34.0,13.0,1.0,7.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,1.0,15.0,12.0,,1.0,3.0,1.0,,,,Male
515.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
517.0,,1.0,,40.0,,8.0,35.0,1.0,60.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
518.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
521.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
522.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,34.0,324.0,1.0,1.0,7.0,1.0,,,,Male
523.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
524.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,15.0,408.0,1.0,1.0,8.0,1.0,,,,Male
526.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,23.0,120.0,2.0,,,,,,,Female
527.0,,1.0,,40.0,,39.0,22.0,1.0,84.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,24.0,84.0,,,,,,,,Female
528.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,98.0,4.0,2.0,,,,,,,Male
529.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
531.0,,1.0,,8.0,2.0,30.0,10.0,5.0,480.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
532.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,33.0,36.0,1.0,1.0,8.0,2.0,,,,Male
535.0,,1.0,,40.0,,30.0,13.0,1.0,8.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,1.0,18.0,300.0,,1.0,1.0,1.0,,,,Female
536.0,,1.0,,14.0,2.0,24.0,11.0,1.0,8.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
537.0,,1.0,,40.0,,16.0,33.0,1.0,84.0,1.0,2.0,,1.0,2.0,2.0,1.0,,2.0,,,,1.0,1.0,8.0,,2.0,,,,,,,,,, Male
539.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,23.0,240.0,2.0,,,,,,, Female
540.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,F
541.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,27.0,132.0,1.0,1.0,8.0,2.0,,,,Female  
542.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,24.0,36.0,2.0,,,,,,,Female
543.0,,1.0,,70.0,,12.0,33.0,1.0,36.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,4.0,5.0,1.0,1.0,12.0,,2.0,,,,,,,,,,Male
544.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
546.0,,1.0,,30.0,1.0,28.0,11.0,1.0,4.0,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,4.0,,,Female
547.0,,1.0,,37.0,,11.0,16.0,1.0,6.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,11.0,24.0,,,,,,,,Female 
548.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Female
549.0,,1.0,,26.0,1.0,4.0,37.0,1.0,4.0,1.0,2.0,,1.0,2.0,2.0,1.0,,,,4.0,,1.0,1.0,1.0,,2.0,,,,,,,,,, Male
550.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,Female
551.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,20.0,48.0,2.0,,,,,,,Female
552.0,,1.0,,30.0,2.0,26.0,11.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,1.0,24.0,24.0,,,,,3.0,,36.0,Female
553.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,,,,,,,,,,Male 
554.0,,1.0,,91.0,,17.0,35.0,1.0,6.0,1.0,2.0,,1.0,2.0,2.0,1.0,,,,4.0,,2.0,,,,2.0,,,,,,,,,,Male
557.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Male
558.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
559.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,21.0,4.0,2.0,,,,,,,Male
560.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,96.0,2.0,,,,,,,
561.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,20.0,456.0,2.0,,,,,,, F
562.0,,1.0,,32.0,1.0,4.0,30.0,1.0,72.0,1.0,2.0,,2.0,,,,,,,,,1.0,1.0,8.0,,1.0,37.0,120.0,,2.0,,,,,,Male  
563.0,,1.0,,60.0,,4.0,30.0,1.0,72.0,2.0,1.0,1.0,2.0,,,,,,,,,1.0,1.0,10.0,,2.0,,,,,,,2.0,,,Male
564.0,,1.0,,10.0,2.0,30.0,16.0,4.0,12.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F
566.0,,1.0,,25.0,2.0,27.0,21.0,1.0,0.0,2.0,1.0,4.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
568.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,372.0,1.0,2.0,,,,,,F
569.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,16.0,108.0,2.0,,,,,,,Female
570.0,,1.0,,40.0,,4.0,33.0,1.0,48.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,8.0,,1.0,28.0,240.0,,1.0,12.0,2.0,,,, Male
572.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,9.0,36.0,2.0,,,,4.0,,,Female
576.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,Female  
